instance_file,solution_file,number_of_trolleys,number_of_boxes,total_distance
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132881_Z1.txt,..\data\solutions\instance_0214_132881_Z1_sol.txt,2,7,550.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132881_Z2.txt,..\data\solutions\instance_0214_132881_Z2_sol.txt,2,10,539.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132882_Z1.txt,..\data\solutions\instance_0214_132882_Z1_sol.txt,4,23,1164.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132882_Z2.txt,..\data\solutions\instance_0214_132882_Z2_sol.txt,3,16,882.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132883_Z1.txt,..\data\solutions\instance_0214_132883_Z1_sol.txt,11,63,3517.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132883_Z2.txt,..\data\solutions\instance_0214_132883_Z2_sol.txt,15,86,4463.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132884_Z1.txt,..\data\solutions\instance_0214_132884_Z1_sol.txt,13,74,4221.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132884_Z2.txt,..\data\solutions\instance_0214_132884_Z2_sol.txt,13,75,3911.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132885_Z1.txt,..\data\solutions\instance_0214_132885_Z1_sol.txt,17,98,5437.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132885_Z2.txt,..\data\solutions\instance_0214_132885_Z2_sol.txt,21,123,6142.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132886_Z1.txt,..\data\solutions\instance_0214_132886_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132886_Z2.txt,..\data\solutions\instance_0214_132886_Z2_sol.txt,4,19,946.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132887_Z1.txt,..\data\solutions\instance_0214_132887_Z1_sol.txt,29,171,9431.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132887_Z2.txt,..\data\solutions\instance_0214_132887_Z2_sol.txt,31,182,9198.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132888_Z1.txt,..\data\solutions\instance_0214_132888_Z1_sol.txt,11,65,2271.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132888_Z2.txt,..\data\solutions\instance_0214_132888_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132889_Z1.txt,..\data\solutions\instance_0214_132889_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132889_Z2.txt,..\data\solutions\instance_0214_132889_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132890_Z1.txt,..\data\solutions\instance_0214_132890_Z1_sol.txt,9,50,2380.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0214_132890_Z2.txt,..\data\solutions\instance_0214_132890_Z2_sol.txt,7,38,1659.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132908_Z1.txt,..\data\solutions\instance_0215_132908_Z1_sol.txt,5,28,1703.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132908_Z2.txt,..\data\solutions\instance_0215_132908_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132913_Z1.txt,..\data\solutions\instance_0215_132913_Z1_sol.txt,14,84,4826.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132913_Z2.txt,..\data\solutions\instance_0215_132913_Z2_sol.txt,19,112,5666.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132916_Z1.txt,..\data\solutions\instance_0215_132916_Z1_sol.txt,2,9,524.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132916_Z2.txt,..\data\solutions\instance_0215_132916_Z2_sol.txt,2,9,465.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132918_Z1.txt,..\data\solutions\instance_0215_132918_Z1_sol.txt,40,236,13775.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132918_Z2.txt,..\data\solutions\instance_0215_132918_Z2_sol.txt,51,304,15301.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132923_Z1.txt,..\data\solutions\instance_0215_132923_Z1_sol.txt,2,9,636.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132923_Z2.txt,..\data\solutions\instance_0215_132923_Z2_sol.txt,3,14,761.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132925_Z1.txt,..\data\solutions\instance_0215_132925_Z1_sol.txt,6,32,1796.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132925_Z2.txt,..\data\solutions\instance_0215_132925_Z2_sol.txt,5,30,1432.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132928_Z1.txt,..\data\solutions\instance_0215_132928_Z1_sol.txt,23,135,7841.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132928_Z2.txt,..\data\solutions\instance_0215_132928_Z2_sol.txt,30,177,8711.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132930_Z1.txt,..\data\solutions\instance_0215_132930_Z1_sol.txt,20,119,6899.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132930_Z2.txt,..\data\solutions\instance_0215_132930_Z2_sol.txt,22,131,6414.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132931_Z1.txt,..\data\solutions\instance_0215_132931_Z1_sol.txt,26,155,9010.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132931_Z2.txt,..\data\solutions\instance_0215_132931_Z2_sol.txt,33,194,9621.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132932_Z1.txt,..\data\solutions\instance_0215_132932_Z1_sol.txt,6,33,1935.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132932_Z2.txt,..\data\solutions\instance_0215_132932_Z2_sol.txt,7,38,1766.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132933_Z1.txt,..\data\solutions\instance_0215_132933_Z1_sol.txt,49,293,17020.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132933_Z2.txt,..\data\solutions\instance_0215_132933_Z2_sol.txt,56,334,16881.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0215_132946_Z1.txt,..\data\solutions\instance_0215_132946_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136166_Z1.txt,..\data\solutions\instance_0606_136166_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136166_Z2.txt,..\data\solutions\instance_0606_136166_Z2_sol.txt,10,59,2903.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136170_Z1.txt,..\data\solutions\instance_0606_136170_Z1_sol.txt,20,119,7761.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136170_Z2.txt,..\data\solutions\instance_0606_136170_Z2_sol.txt,26,154,10223.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136175_Z1.txt,..\data\solutions\instance_0606_136175_Z1_sol.txt,2,12,842.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136175_Z2.txt,..\data\solutions\instance_0606_136175_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136178_Z1.txt,..\data\solutions\instance_0606_136178_Z1_sol.txt,63,375,25698.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136178_Z2.txt,..\data\solutions\instance_0606_136178_Z2_sol.txt,79,473,30976.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136186_Z1.txt,..\data\solutions\instance_0606_136186_Z1_sol.txt,4,23,1570.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136186_Z2.txt,..\data\solutions\instance_0606_136186_Z2_sol.txt,4,24,1660.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136187_Z1.txt,..\data\solutions\instance_0606_136187_Z1_sol.txt,8,46,2812.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136187_Z2.txt,..\data\solutions\instance_0606_136187_Z2_sol.txt,8,45,2605.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136188_Z1.txt,..\data\solutions\instance_0606_136188_Z1_sol.txt,34,200,13699.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136188_Z2.txt,..\data\solutions\instance_0606_136188_Z2_sol.txt,41,241,15409.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136189_Z1.txt,..\data\solutions\instance_0606_136189_Z1_sol.txt,30,176,12312.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136189_Z2.txt,..\data\solutions\instance_0606_136189_Z2_sol.txt,33,193,13025.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136190_Z1.txt,..\data\solutions\instance_0606_136190_Z1_sol.txt,42,249,17377.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136190_Z2.txt,..\data\solutions\instance_0606_136190_Z2_sol.txt,50,298,20119.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136191_Z1.txt,..\data\solutions\instance_0606_136191_Z1_sol.txt,10,57,2931.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136191_Z2.txt,..\data\solutions\instance_0606_136191_Z2_sol.txt,12,72,3141.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136192_Z1.txt,..\data\solutions\instance_0606_136192_Z1_sol.txt,71,423,28948.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136192_Z2.txt,..\data\solutions\instance_0606_136192_Z2_sol.txt,78,466,30931.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136193_Z1.txt,..\data\solutions\instance_0606_136193_Z1_sol.txt,12,70,2677.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136193_Z2.txt,..\data\solutions\instance_0606_136193_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136194_Z1.txt,..\data\solutions\instance_0606_136194_Z1_sol.txt,5,28,1790.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136194_Z2.txt,..\data\solutions\instance_0606_136194_Z2_sol.txt,3,18,1225.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136195_Z1.txt,..\data\solutions\instance_0606_136195_Z1_sol.txt,8,45,2707.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136195_Z2.txt,..\data\solutions\instance_0606_136195_Z2_sol.txt,9,52,3376.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136213_Z1.txt,..\data\solutions\instance_0606_136213_Z1_sol.txt,2,9,484.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0606_136213_Z2.txt,..\data\solutions\instance_0606_136213_Z2_sol.txt,2,11,623.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139697_Z1.txt,..\data\solutions\instance_0925_139697_Z1_sol.txt,4,23,1615.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139697_Z2.txt,..\data\solutions\instance_0925_139697_Z2_sol.txt,5,28,1830.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139700_Z1.txt,..\data\solutions\instance_0925_139700_Z1_sol.txt,17,99,6759.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139700_Z2.txt,..\data\solutions\instance_0925_139700_Z2_sol.txt,17,100,6729.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139704_Z1.txt,..\data\solutions\instance_0925_139704_Z1_sol.txt,4,19,1272.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139704_Z2.txt,..\data\solutions\instance_0925_139704_Z2_sol.txt,4,21,1473.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139706_Z1.txt,..\data\solutions\instance_0925_139706_Z1_sol.txt,39,232,15250.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139706_Z2.txt,..\data\solutions\instance_0925_139706_Z2_sol.txt,41,244,15784.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139711_Z1.txt,..\data\solutions\instance_0925_139711_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139711_Z2.txt,..\data\solutions\instance_0925_139711_Z2_sol.txt,7,41,2707.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139713_Z1.txt,..\data\solutions\instance_0925_139713_Z1_sol.txt,2,9,761.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139713_Z2.txt,..\data\solutions\instance_0925_139713_Z2_sol.txt,2,11,815.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139716_Z1.txt,..\data\solutions\instance_0925_139716_Z1_sol.txt,4,19,1313.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139716_Z2.txt,..\data\solutions\instance_0925_139716_Z2_sol.txt,4,21,1463.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139718_Z1.txt,..\data\solutions\instance_0925_139718_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139718_Z2.txt,..\data\solutions\instance_0925_139718_Z2_sol.txt,27,162,10309.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139720_Z1.txt,..\data\solutions\instance_0925_139720_Z1_sol.txt,20,119,7987.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139720_Z2.txt,..\data\solutions\instance_0925_139720_Z2_sol.txt,20,115,7692.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139721_Z1.txt,..\data\solutions\instance_0925_139721_Z1_sol.txt,7,42,2770.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139721_Z2.txt,..\data\solutions\instance_0925_139721_Z2_sol.txt,9,49,3112.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139722_Z1.txt,..\data\solutions\instance_0925_139722_Z1_sol.txt,4,22,1508.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139722_Z2.txt,..\data\solutions\instance_0925_139722_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139723_Z1.txt,..\data\solutions\instance_0925_139723_Z1_sol.txt,28,165,10804.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139723_Z2.txt,..\data\solutions\instance_0925_139723_Z2_sol.txt,28,166,10620.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139724_Z1.txt,..\data\solutions\instance_0925_139724_Z1_sol.txt,38,228,14711.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139724_Z2.txt,..\data\solutions\instance_0925_139724_Z2_sol.txt,40,240,15391.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139725_Z1.txt,..\data\solutions\instance_0925_139725_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139725_Z2.txt,..\data\solutions\instance_0925_139725_Z2_sol.txt,7,37,2250.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139733_Z1.txt,..\data\solutions\instance_0925_139733_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139733_Z2.txt,..\data\solutions\instance_0925_139733_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139743_Z1.txt,..\data\solutions\instance_0925_139743_Z1_sol.txt,1,2,379.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0925_139743_Z2.txt,..\data\solutions\instance_0925_139743_Z2_sol.txt,1,3,347.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139754_Z1.txt,..\data\solutions\instance_0926_139754_Z1_sol.txt,4,20,1476.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139754_Z2.txt,..\data\solutions\instance_0926_139754_Z2_sol.txt,5,26,1864.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139757_Z1.txt,..\data\solutions\instance_0926_139757_Z1_sol.txt,14,80,4928.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139757_Z2.txt,..\data\solutions\instance_0926_139757_Z2_sol.txt,17,102,6397.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139760_Z1.txt,..\data\solutions\instance_0926_139760_Z1_sol.txt,4,23,1322.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139760_Z2.txt,..\data\solutions\instance_0926_139760_Z2_sol.txt,5,26,1489.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139762_Z1.txt,..\data\solutions\instance_0926_139762_Z1_sol.txt,34,204,12409.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139762_Z2.txt,..\data\solutions\instance_0926_139762_Z2_sol.txt,36,214,13278.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139765_Z1.txt,..\data\solutions\instance_0926_139765_Z1_sol.txt,6,35,2174.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139765_Z2.txt,..\data\solutions\instance_0926_139765_Z2_sol.txt,6,31,1962.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139768_Z1.txt,..\data\solutions\instance_0926_139768_Z1_sol.txt,2,12,741.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139768_Z2.txt,..\data\solutions\instance_0926_139768_Z2_sol.txt,2,10,730.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139770_Z1.txt,..\data\solutions\instance_0926_139770_Z1_sol.txt,4,19,1211.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139770_Z2.txt,..\data\solutions\instance_0926_139770_Z2_sol.txt,4,19,1334.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139772_Z1.txt,..\data\solutions\instance_0926_139772_Z1_sol.txt,18,106,6318.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139772_Z2.txt,..\data\solutions\instance_0926_139772_Z2_sol.txt,15,89,5671.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139774_Z1.txt,..\data\solutions\instance_0926_139774_Z1_sol.txt,18,104,6563.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139774_Z2.txt,..\data\solutions\instance_0926_139774_Z2_sol.txt,18,105,6727.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139777_Z1.txt,..\data\solutions\instance_0926_139777_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139777_Z2.txt,..\data\solutions\instance_0926_139777_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139779_Z1.txt,..\data\solutions\instance_0926_139779_Z1_sol.txt,7,39,2554.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139779_Z2.txt,..\data\solutions\instance_0926_139779_Z2_sol.txt,5,28,1771.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139780_Z1.txt,..\data\solutions\instance_0926_139780_Z1_sol.txt,6,35,2054.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139780_Z2.txt,..\data\solutions\instance_0926_139780_Z2_sol.txt,6,36,1992.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139781_Z1.txt,..\data\solutions\instance_0926_139781_Z1_sol.txt,23,136,7996.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139781_Z2.txt,..\data\solutions\instance_0926_139781_Z2_sol.txt,20,119,7211.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139782_Z1.txt,..\data\solutions\instance_0926_139782_Z1_sol.txt,36,216,12995.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139782_Z2.txt,..\data\solutions\instance_0926_139782_Z2_sol.txt,32,190,11555.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139783_Z1.txt,..\data\solutions\instance_0926_139783_Z1_sol.txt,10,57,2764.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139783_Z2.txt,..\data\solutions\instance_0926_139783_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139790_Z1.txt,..\data\solutions\instance_0926_139790_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0926_139790_Z2.txt,..\data\solutions\instance_0926_139790_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139799_Z1.txt,..\data\solutions\instance_0927_139799_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139799_Z2.txt,..\data\solutions\instance_0927_139799_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139802_Z1.txt,..\data\solutions\instance_0927_139802_Z1_sol.txt,6,35,1968.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139802_Z2.txt,..\data\solutions\instance_0927_139802_Z2_sol.txt,6,32,1994.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139805_Z1.txt,..\data\solutions\instance_0927_139805_Z1_sol.txt,25,148,8903.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139805_Z2.txt,..\data\solutions\instance_0927_139805_Z2_sol.txt,17,98,6050.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139807_Z1.txt,..\data\solutions\instance_0927_139807_Z1_sol.txt,5,30,1733.9
