instance_file,solution_file,number_of_trolleys,number_of_boxes,total_distance
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139807_Z2.txt,..\data\solutions\instance_0927_139807_Z2_sol.txt,5,27,1570.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139809_Z1.txt,..\data\solutions\instance_0927_139809_Z1_sol.txt,61,363,21373.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139809_Z2.txt,..\data\solutions\instance_0927_139809_Z2_sol.txt,37,219,13900.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139812_Z1.txt,..\data\solutions\instance_0927_139812_Z1_sol.txt,11,64,3892.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139812_Z2.txt,..\data\solutions\instance_0927_139812_Z2_sol.txt,7,42,2591.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139814_Z1.txt,..\data\solutions\instance_0927_139814_Z1_sol.txt,3,17,992.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139814_Z2.txt,..\data\solutions\instance_0927_139814_Z2_sol.txt,3,15,884.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139816_Z1.txt,..\data\solutions\instance_0927_139816_Z1_sol.txt,6,32,1813.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139816_Z2.txt,..\data\solutions\instance_0927_139816_Z2_sol.txt,5,26,1604.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139818_Z1.txt,..\data\solutions\instance_0927_139818_Z1_sol.txt,36,216,12783.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139818_Z2.txt,..\data\solutions\instance_0927_139818_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139821_Z1.txt,..\data\solutions\instance_0927_139821_Z1_sol.txt,30,179,10565.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139821_Z2.txt,..\data\solutions\instance_0927_139821_Z2_sol.txt,23,134,8331.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139824_Z1.txt,..\data\solutions\instance_0927_139824_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139824_Z2.txt,..\data\solutions\instance_0927_139824_Z2_sol.txt,9,54,3376.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139826_Z1.txt,..\data\solutions\instance_0927_139826_Z1_sol.txt,7,38,2074.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139826_Z2.txt,..\data\solutions\instance_0927_139826_Z2_sol.txt,5,29,1821.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139829_Z1.txt,..\data\solutions\instance_0927_139829_Z1_sol.txt,40,239,13221.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139829_Z2.txt,..\data\solutions\instance_0927_139829_Z2_sol.txt,26,156,9796.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139831_Z1.txt,..\data\solutions\instance_0927_139831_Z1_sol.txt,59,354,20095.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139831_Z2.txt,..\data\solutions\instance_0927_139831_Z2_sol.txt,41,243,15012.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139833_Z1.txt,..\data\solutions\instance_0927_139833_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139833_Z2.txt,..\data\solutions\instance_0927_139833_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139834_Z1.txt,..\data\solutions\instance_0927_139834_Z1_sol.txt,30,179,3914.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0927_139834_Z2.txt,..\data\solutions\instance_0927_139834_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139849_Z1.txt,..\data\solutions\instance_0928_139849_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139849_Z2.txt,..\data\solutions\instance_0928_139849_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139852_Z1.txt,..\data\solutions\instance_0928_139852_Z1_sol.txt,9,52,3165.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139852_Z2.txt,..\data\solutions\instance_0928_139852_Z2_sol.txt,6,34,2229.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139855_Z1.txt,..\data\solutions\instance_0928_139855_Z1_sol.txt,31,184,10517.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139855_Z2.txt,..\data\solutions\instance_0928_139855_Z2_sol.txt,21,125,7611.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139857_Z1.txt,..\data\solutions\instance_0928_139857_Z1_sol.txt,5,26,1441.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139857_Z2.txt,..\data\solutions\instance_0928_139857_Z2_sol.txt,5,25,1506.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139859_Z1.txt,..\data\solutions\instance_0928_139859_Z1_sol.txt,87,518,29656.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139859_Z2.txt,..\data\solutions\instance_0928_139859_Z2_sol.txt,55,325,19934.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139863_Z1.txt,..\data\solutions\instance_0928_139863_Z1_sol.txt,15,88,4881.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139863_Z2.txt,..\data\solutions\instance_0928_139863_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139865_Z1.txt,..\data\solutions\instance_0928_139865_Z1_sol.txt,4,21,1177.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139865_Z2.txt,..\data\solutions\instance_0928_139865_Z2_sol.txt,3,16,1068.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139867_Z1.txt,..\data\solutions\instance_0928_139867_Z1_sol.txt,6,33,1862.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139867_Z2.txt,..\data\solutions\instance_0928_139867_Z2_sol.txt,5,30,1753.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139869_Z1.txt,..\data\solutions\instance_0928_139869_Z1_sol.txt,44,261,14609.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139869_Z2.txt,..\data\solutions\instance_0928_139869_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139872_Z1.txt,..\data\solutions\instance_0928_139872_Z1_sol.txt,36,213,12091.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139872_Z2.txt,..\data\solutions\instance_0928_139872_Z2_sol.txt,27,157,9560.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139877_Z1.txt,..\data\solutions\instance_0928_139877_Z1_sol.txt,15,85,4677.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139877_Z2.txt,..\data\solutions\instance_0928_139877_Z2_sol.txt,11,63,3848.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139879_Z1.txt,..\data\solutions\instance_0928_139879_Z1_sol.txt,6,33,1851.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139879_Z2.txt,..\data\solutions\instance_0928_139879_Z2_sol.txt,6,31,1874.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139880_Z1.txt,..\data\solutions\instance_0928_139880_Z1_sol.txt,48,284,15939.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139880_Z2.txt,..\data\solutions\instance_0928_139880_Z2_sol.txt,34,200,12225.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139881_Z1.txt,..\data\solutions\instance_0928_139881_Z1_sol.txt,63,376,21398.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139881_Z2.txt,..\data\solutions\instance_0928_139881_Z2_sol.txt,50,297,18107.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139882_Z1.txt,..\data\solutions\instance_0928_139882_Z1_sol.txt,5,28,1778.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139882_Z2.txt,..\data\solutions\instance_0928_139882_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139883_Z1.txt,..\data\solutions\instance_0928_139883_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_0928_139883_Z2.txt,..\data\solutions\instance_0928_139883_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141618_Z1.txt,..\data\solutions\instance_1120_141618_Z1_sol.txt,6,35,2190.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141618_Z2.txt,..\data\solutions\instance_1120_141618_Z2_sol.txt,6,36,2543.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141621_Z1.txt,..\data\solutions\instance_1120_141621_Z1_sol.txt,27,160,10012.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141621_Z2.txt,..\data\solutions\instance_1120_141621_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141625_Z1.txt,..\data\solutions\instance_1120_141625_Z1_sol.txt,5,25,1521.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141625_Z2.txt,..\data\solutions\instance_1120_141625_Z2_sol.txt,5,27,1884.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141627_Z1.txt,..\data\solutions\instance_1120_141627_Z1_sol.txt,3,15,881.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141627_Z2.txt,..\data\solutions\instance_1120_141627_Z2_sol.txt,3,17,1179.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141629_Z1.txt,..\data\solutions\instance_1120_141629_Z1_sol.txt,10,60,3682.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141629_Z2.txt,..\data\solutions\instance_1120_141629_Z2_sol.txt,9,53,3749.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141632_Z1.txt,..\data\solutions\instance_1120_141632_Z1_sol.txt,61,365,22381.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141632_Z2.txt,..\data\solutions\instance_1120_141632_Z2_sol.txt,63,378,27178.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141639_Z1.txt,..\data\solutions\instance_1120_141639_Z1_sol.txt,36,216,13351.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141639_Z2.txt,..\data\solutions\instance_1120_141639_Z2_sol.txt,37,221,15494.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141641_Z1.txt,..\data\solutions\instance_1120_141641_Z1_sol.txt,7,40,2249.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141641_Z2.txt,..\data\solutions\instance_1120_141641_Z2_sol.txt,7,42,2732.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141642_Z1.txt,..\data\solutions\instance_1120_141642_Z1_sol.txt,31,185,11613.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141642_Z2.txt,..\data\solutions\instance_1120_141642_Z2_sol.txt,31,185,12776.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141643_Z1.txt,..\data\solutions\instance_1120_141643_Z1_sol.txt,19,114,5545.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141643_Z2.txt,..\data\solutions\instance_1120_141643_Z2_sol.txt,18,108,5845.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141644_Z1.txt,..\data\solutions\instance_1120_141644_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141644_Z2.txt,..\data\solutions\instance_1120_141644_Z2_sol.txt,13,78,4373.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141645_Z1.txt,..\data\solutions\instance_1120_141645_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141645_Z2.txt,..\data\solutions\instance_1120_141645_Z2_sol.txt,5,26,1758.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141646_Z1.txt,..\data\solutions\instance_1120_141646_Z1_sol.txt,41,244,15093.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141646_Z2.txt,..\data\solutions\instance_1120_141646_Z2_sol.txt,43,254,17548.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141647_Z1.txt,..\data\solutions\instance_1120_141647_Z1_sol.txt,3,14,508.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141647_Z2.txt,..\data\solutions\instance_1120_141647_Z2_sol.txt,2,9,475.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141648_Z1.txt,..\data\solutions\instance_1120_141648_Z1_sol.txt,57,342,20737.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1120_141648_Z2.txt,..\data\solutions\instance_1120_141648_Z2_sol.txt,62,369,25369.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141676_Z1.txt,..\data\solutions\instance_1121_141676_Z1_sol.txt,12,72,3817.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141676_Z2.txt,..\data\solutions\instance_1121_141676_Z2_sol.txt,6,34,2531.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141679_Z1.txt,..\data\solutions\instance_1121_141679_Z1_sol.txt,40,238,13930.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141679_Z2.txt,..\data\solutions\instance_1121_141679_Z2_sol.txt,20,117,8087.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141681_Z1.txt,..\data\solutions\instance_1121_141681_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141681_Z2.txt,..\data\solutions\instance_1121_141681_Z2_sol.txt,5,25,1765.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141684_Z1.txt,..\data\solutions\instance_1121_141684_Z1_sol.txt,5,26,1342.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141684_Z2.txt,..\data\solutions\instance_1121_141684_Z2_sol.txt,2,11,839.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141686_Z1.txt,..\data\solutions\instance_1121_141686_Z1_sol.txt,13,78,4849.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141686_Z2.txt,..\data\solutions\instance_1121_141686_Z2_sol.txt,7,38,2645.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141688_Z1.txt,..\data\solutions\instance_1121_141688_Z1_sol.txt,91,544,31607.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141688_Z2.txt,..\data\solutions\instance_1121_141688_Z2_sol.txt,40,236,16062.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141691_Z1.txt,..\data\solutions\instance_1121_141691_Z1_sol.txt,51,305,16527.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141691_Z2.txt,..\data\solutions\instance_1121_141691_Z2_sol.txt,22,132,8606.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141693_Z1.txt,..\data\solutions\instance_1121_141693_Z1_sol.txt,14,80,3310.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141693_Z2.txt,..\data\solutions\instance_1121_141693_Z2_sol.txt,6,33,2164.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141696_Z1.txt,..\data\solutions\instance_1121_141696_Z1_sol.txt,48,284,15832.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141696_Z2.txt,..\data\solutions\instance_1121_141696_Z2_sol.txt,21,124,8424.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141698_Z1.txt,..\data\solutions\instance_1121_141698_Z1_sol.txt,16,96,5123.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141698_Z2.txt,..\data\solutions\instance_1121_141698_Z2_sol.txt,9,52,3557.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141701_Z1.txt,..\data\solutions\instance_1121_141701_Z1_sol.txt,6,35,1387.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141701_Z2.txt,..\data\solutions\instance_1121_141701_Z2_sol.txt,4,24,1343.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141702_Z1.txt,..\data\solutions\instance_1121_141702_Z1_sol.txt,16,95,2817.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141702_Z2.txt,..\data\solutions\instance_1121_141702_Z2_sol.txt,23,135,5048.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141703_Z1.txt,..\data\solutions\instance_1121_141703_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141703_Z2.txt,..\data\solutions\instance_1121_141703_Z2_sol.txt,5,27,1695.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141704_Z1.txt,..\data\solutions\instance_1121_141704_Z1_sol.txt,62,368,20606.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141704_Z2.txt,..\data\solutions\instance_1121_141704_Z2_sol.txt,28,164,10972.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141705_Z1.txt,..\data\solutions\instance_1121_141705_Z1_sol.txt,95,566,31472.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141705_Z2.txt,..\data\solutions\instance_1121_141705_Z2_sol.txt,40,238,15543.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141725_Z1.txt,..\data\solutions\instance_1121_141725_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1121_141725_Z2.txt,..\data\solutions\instance_1121_141725_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141731_Z1.txt,..\data\solutions\instance_1122_141731_Z1_sol.txt,1,4,265.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141731_Z2.txt,..\data\solutions\instance_1122_141731_Z2_sol.txt,3,14,601.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141734_Z1.txt,..\data\solutions\instance_1122_141734_Z1_sol.txt,5,28,1708.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141734_Z2.txt,..\data\solutions\instance_1122_141734_Z2_sol.txt,4,21,1527.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141737_Z1.txt,..\data\solutions\instance_1122_141737_Z1_sol.txt,29,172,9987.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141737_Z2.txt,..\data\solutions\instance_1122_141737_Z2_sol.txt,21,125,8296.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141739_Z1.txt,..\data\solutions\instance_1122_141739_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141739_Z2.txt,..\data\solutions\instance_1122_141739_Z2_sol.txt,5,30,1708.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141742_Z1.txt,..\data\solutions\instance_1122_141742_Z1_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141742_Z2.txt,..\data\solutions\instance_1122_141742_Z2_sol.txt,3,16,1097.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141743_Z1.txt,..\data\solutions\instance_1122_141743_Z1_sol.txt,11,65,3576.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141743_Z2.txt,..\data\solutions\instance_1122_141743_Z2_sol.txt,8,45,3012.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141746_Z1.txt,..\data\solutions\instance_1122_141746_Z1_sol.txt,60,360,21228.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141746_Z2.txt,..\data\solutions\instance_1122_141746_Z2_sol.txt,50,298,19750.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141750_Z1.txt,..\data\solutions\instance_1122_141750_Z1_sol.txt,49,294,15924.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141750_Z2.txt,..\data\solutions\instance_1122_141750_Z2_sol.txt,33,195,12955.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141754_Z1.txt,..\data\solutions\instance_1122_141754_Z1_sol.txt,10,60,2725.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141754_Z2.txt,..\data\solutions\instance_1122_141754_Z2_sol.txt,6,35,2135.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141756_Z1.txt,..\data\solutions\instance_1122_141756_Z1_sol.txt,31,184,11276.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141756_Z2.txt,..\data\solutions\instance_1122_141756_Z2_sol.txt,21,124,8165.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141757_Z1.txt,..\data\solutions\instance_1122_141757_Z1_sol.txt,9,50,2919.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141757_Z2.txt,..\data\solutions\instance_1122_141757_Z2_sol.txt,7,38,2718.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141758_Z1.txt,..\data\solutions\instance_1122_141758_Z1_sol.txt,7,41,1794.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141758_Z2.txt,..\data\solutions\instance_1122_141758_Z2_sol.txt,6,31,1856.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141759_Z1.txt,..\data\solutions\instance_1122_141759_Z1_sol.txt,42,249,14534.4
