instance_file,solution_file,number_of_trolleys,number_of_boxes,total_distance
instance_0925_139724_Z1.txt,instance_0925_139724_Z1_sol.txt,38,228,14796.5
instance_0925_139724_Z2.txt,instance_0925_139724_Z2_sol.txt,40,240,15458.6
instance_0925_139725_Z1.txt,instance_0925_139725_Z1_sol.txt,-1,-1,-1
instance_0925_139725_Z2.txt,instance_0925_139725_Z2_sol.txt,7,37,2328.6
instance_0925_139733_Z1.txt,instance_0925_139733_Z1_sol.txt,-1,-1,-1
instance_0925_139733_Z2.txt,instance_0925_139733_Z2_sol.txt,-1,-1,-1
instance_0925_139743_Z1.txt,instance_0925_139743_Z1_sol.txt,1,2,379.9
instance_0925_139743_Z2.txt,instance_0925_139743_Z2_sol.txt,1,3,347
instance_0926_139754_Z1.txt,instance_0926_139754_Z1_sol.txt,4,20,1469.2
instance_0926_139754_Z2.txt,instance_0926_139754_Z2_sol.txt,5,26,1861.9
instance_0926_139757_Z1.txt,instance_0926_139757_Z1_sol.txt,14,80,4926.9
instance_0926_139757_Z2.txt,instance_0926_139757_Z2_sol.txt,17,102,6384.1
instance_0926_139760_Z1.txt,instance_0926_139760_Z1_sol.txt,4,23,1393
instance_0926_139760_Z2.txt,instance_0926_139760_Z2_sol.txt,5,26,1521.5
instance_0926_139762_Z1.txt,instance_0926_139762_Z1_sol.txt,34,204,12360.7
instance_0926_139762_Z2.txt,instance_0926_139762_Z2_sol.txt,36,214,13240.9
instance_0926_139765_Z1.txt,instance_0926_139765_Z1_sol.txt,6,35,2160.9
instance_0926_139765_Z2.txt,instance_0926_139765_Z2_sol.txt,6,31,1962.6
instance_0926_139768_Z1.txt,instance_0926_139768_Z1_sol.txt,2,12,741.8
instance_0926_139768_Z2.txt,instance_0926_139768_Z2_sol.txt,2,10,730
instance_0926_139770_Z1.txt,instance_0926_139770_Z1_sol.txt,4,19,1213.7
instance_0926_139770_Z2.txt,instance_0926_139770_Z2_sol.txt,4,19,1335.5
instance_0926_139772_Z1.txt,instance_0926_139772_Z1_sol.txt,18,106,6328.8
instance_0926_139772_Z2.txt,instance_0926_139772_Z2_sol.txt,15,89,5674.2
instance_0926_139774_Z1.txt,instance_0926_139774_Z1_sol.txt,18,104,6524.1
instance_0926_139774_Z2.txt,instance_0926_139774_Z2_sol.txt,18,105,6747.9
instance_0926_139777_Z1.txt,instance_0926_139777_Z1_sol.txt,-1,-1,-1
instance_0926_139777_Z2.txt,instance_0926_139777_Z2_sol.txt,-1,-1,-1
instance_0926_139779_Z1.txt,instance_0926_139779_Z1_sol.txt,7,39,2554
instance_0926_139779_Z2.txt,instance_0926_139779_Z2_sol.txt,5,28,1771.3
instance_0926_139780_Z1.txt,instance_0926_139780_Z1_sol.txt,6,35,2081.4
instance_0926_139780_Z2.txt,instance_0926_139780_Z2_sol.txt,6,36,2055.9
instance_0926_139781_Z1.txt,instance_0926_139781_Z1_sol.txt,23,136,7984.4
instance_0926_139781_Z2.txt,instance_0926_139781_Z2_sol.txt,20,119,7225
instance_0926_139782_Z1.txt,instance_0926_139782_Z1_sol.txt,36,216,13068
instance_0926_139782_Z2.txt,instance_0926_139782_Z2_sol.txt,32,190,11604.1
instance_0926_139783_Z1.txt,instance_0926_139783_Z1_sol.txt,10,57,2944.1
instance_0926_139783_Z2.txt,instance_0926_139783_Z2_sol.txt,-1,-1,-1
instance_0926_139790_Z1.txt,instance_0926_139790_Z1_sol.txt,-1,-1,-1
instance_0926_139790_Z2.txt,instance_0926_139790_Z2_sol.txt,-1,-1,-1
instance_0927_139799_Z1.txt,instance_0927_139799_Z1_sol.txt,-1,-1,-1
instance_0927_139799_Z2.txt,instance_0927_139799_Z2_sol.txt,-1,-1,-1
instance_0927_139802_Z1.txt,instance_0927_139802_Z1_sol.txt,6,35,1968.9
instance_0927_139802_Z2.txt,instance_0927_139802_Z2_sol.txt,6,32,1998.3
instance_0927_139805_Z1.txt,instance_0927_139805_Z1_sol.txt,25,148,8878.9
instance_0927_139805_Z2.txt,instance_0927_139805_Z2_sol.txt,17,98,6083.8
instance_0927_139807_Z1.txt,instance_0927_139807_Z1_sol.txt,5,30,1818.8
instance_0927_139807_Z2.txt,instance_0927_139807_Z2_sol.txt,5,27,1561
instance_0927_139809_Z1.txt,instance_0927_139809_Z1_sol.txt,61,363,21345.7
instance_0927_139809_Z2.txt,instance_0927_139809_Z2_sol.txt,37,219,13807.7
instance_0927_139812_Z1.txt,instance_0927_139812_Z1_sol.txt,11,64,3896.6
instance_0927_139812_Z2.txt,instance_0927_139812_Z2_sol.txt,7,42,2600.9
instance_0927_139814_Z1.txt,instance_0927_139814_Z1_sol.txt,3,17,1010.4
instance_0927_139814_Z2.txt,instance_0927_139814_Z2_sol.txt,3,15,884.7
instance_0927_139816_Z1.txt,instance_0927_139816_Z1_sol.txt,6,32,1949.4
instance_0927_139816_Z2.txt,instance_0927_139816_Z2_sol.txt,5,26,1634.8
